x,y
0.67460488,0.80172450
0.67520162,0.97644538
0.67520689,0.50480349
0.67622788,0.90116343
0.67691416,0.83761124
0.67727122,0.90096410
0.67794073,0.80703731
0.67809349,0.83596855
0.67828333,0.82950103
0.67892628,0.85278707
0.67970478,0.89082626
0.68032535,0.86057341
0.68093774,0.77983497
0.68152108,0.85906318
0.68180082,0.88456686
0.68228366,0.60207868
0.68248944,0.84913508
0.68260057,0.83273282
0.68305446,0.33086378
0.68392058,0.85908298
0.68397948,0.87851827
0.68540083,0.79969394
0.68547918,0.93745353
0.68607366,0.78808219
0.68621037,0.49628894
0.68689578,0.60346162
0.68691662,0.80112753
0.68694952,0.82855168
0.68984632,0.68303774
0.69223315,0.68417769
0.69362066,0.74532846
0.69433116,0.67555056
0.69477303,0.79004091
0.69506348,0.73864490
0.69628826,0.66926048
0.69718725,0.76111406
0.69727337,0.80109153
0.69733993,0.46670140
0.69807276,0.65885165
0.69893369,0.69806306
0.69917322,0.68755647
0.70091756,0.61943577
0.70107343,0.42618862
0.70156660,0.33140993
0.70170324,0.63047743
0.70292559,0.60399233
0.70315365,0.65281914
0.70373421,0.63293676
0.70454873,0.59435293
0.70517349,0.62019060
0.70590960,0.56092930
0.70596750,0.59790883
0.70719740,0.61760973
0.70809107,0.57264389
0.70823446,0.60147891
0.70838430,0.60011351
0.70889375,0.53245224
0.70909859,0.58830113
0.70937258,0.57571822
0.71154796,0.61416405
0.71241841,0.23520421
0.71259666,0.27408423
0.71312723,0.53849105
0.71332040,0.68142491
0.71348113,0.44242847
0.71425541,0.77857910
0.71485653,0.48919133
0.71525106,0.48784813
0.71687343,0.48510350
0.71817263,0.46870075
0.71925935,0.50365333
0.71931217,0.43048622
0.71951213,0.59557622
0.71963443,0.43961771
0.72088070,0.42930957
0.72100849,0.49206459
0.72187014,0.43342477
0.72212971,0.40204774
0.72239636,0.44672262
0.72372859,0.22339966
0.72408715,0.63487966
0.72410935,0.39339031
0.72711021,0.47948385
0.72721898,0.20260015
0.72755928,0.31941772
0.72763541,0.22650385
0.72787960,0.38082823
0.72865372,0.38434944
0.72975505,0.36887881
0.73048935,0.33037495
0.73207258,0.12030057
0.73227293,0.33816248
0.73240247,0.36629352
0.73248493,0.05971907
0.73258208,0.37880881
0.73292416,0.33769552
0.73318506,0.36332636
0.73385233,0.25200964
0.73466521,0.11163009
0.73621978,0.40657816
0.73659391,0.07664120
0.73725569,0.19009496
0.73768409,0.10679346
0.73939884,0.13164589
0.73957076,0.29237996
0.74010741,-0.06819805
0.74134669,0.24550577
0.74239273,0.06849813
0.74245773,0.23097699
0.74269966,-0.07046647
0.74294290,-0.00746391
0.74348311,0.22282338
0.74360223,0.09086625
0.74366327,0.28316069
0.74417914,0.28323755
0.74442925,0.22195022
0.74615044,0.10886073
0.74623444,0.23686471
0.74627733,0.13298205
0.74725049,0.21381443
0.74825564,0.22631880
0.75057379,0.09552315
0.75118747,-0.09444801
0.75121498,0.00210130
0.75196706,-0.03014371
0.75218998,0.17025988
0.75277061,0.00418915
0.75601421,0.12419312
0.75633911,0.05660297
0.75699869,0.04170170
0.75709441,0.05371470
0.75727853,0.03674083
0.75799728,-0.15625899
0.75864300,0.04456369
0.75873938,-0.00432736
0.75950116,-0.02499996
0.75977902,-0.12430997
0.76052373,0.07071354
0.76077013,0.06749020
0.76108132,0.01267926
0.76144832,0.08892292
0.76155494,0.07766958
0.76166198,0.17282151
0.76267242,-0.19386298
0.76369001,0.07718193
0.76400434,-0.05089836
0.76448866,0.09128255
0.76510644,-0.33588601
0.76513078,-0.04557190
0.76552409,-0.01793461
0.76586826,0.00878456
0.76616103,-0.08766586
0.76681638,-0.17253563
0.76683265,0.04960310
0.76710041,-0.04562912
0.76747593,0.04888542
0.76852705,-0.00077569
0.76906636,-0.22667068
0.76987359,-0.06690881
0.77070290,-0.06847747
0.77097993,-0.27283825
0.77159811,-0.22815908
0.77263814,-0.05180767
0.77281128,-0.03125507
0.77378303,-0.04282687
0.77554892,-0.27176770
0.77648616,-0.19911804
0.77753818,-0.20652118
0.77782048,-0.23844631
0.77897886,-0.15287576
0.77907979,-0.10855971
0.77981592,-0.06908607
0.78015002,-0.30416447
0.78200336,-0.18727215
0.78231723,-0.10471439
0.78270913,-0.20431442
0.78291967,-0.38809839
0.78302304,-0.33290029
0.78310481,-0.25777581
0.78322408,-0.18161275
0.78350655,-0.29524777
0.78383026,-0.42287939
0.78412705,-0.32762367
0.78424779,-0.26045842
0.78492289,-0.23561711
0.78662129,-0.36726263
0.78704743,-0.27543616
0.78728865,-0.09711046
0.78752285,-0.19515639
0.78943594,-0.29566222
0.79017692,-0.58273301
0.79050409,-0.25003084
0.79130716,-0.23079247
0.79194156,-0.35772030
0.79198349,-0.38913449
0.79199486,-0.29945473
0.79399352,-0.25499548
0.79429982,-0.31529298
0.79503551,-0.49707582
0.79543706,-0.18162037
0.79549166,-0.19612201
0.79614391,-0.52207890
0.79634526,-0.21605072
0.79717625,-0.32868472
0.79782103,-0.48385228
0.79882168,-0.37582217
0.80098791,-0.25069443
0.80141899,-0.44202892
0.80199689,-0.23902980
0.80208355,-0.41068623
0.80273719,-0.19130753
0.80377679,-0.42090225
0.80424391,-0.34922275
0.80547770,-0.22584209
0.80593537,-0.29169864
0.80622503,-0.33931541
0.80668811,-0.27125998
0.80671732,-0.26661972
0.80742407,-0.26582545
0.80903423,-0.37984499
0.80951697,-0.28080931
0.80968386,-0.31097377
0.80970043,-0.36185357
0.81036675,-0.30485611
0.81198286,-0.27592074
0.81274488,-0.15993913
0.81314492,-0.24719815
0.81319041,-0.24442913
0.81325034,-0.63410934
0.81356622,-0.28029111
0.81371287,-0.36930431
0.81543241,-0.26737721
0.81650257,-0.24482971
0.81685743,-0.28790913
0.81759537,-0.28340959
0.81899460,-0.38489520
0.81909792,-0.30852101
0.81910575,-0.31122003
0.81965874,-0.24001312
0.81991003,-0.40519502
0.82147449,-0.30859636
0.82251326,-0.38360768
0.82289201,-0.23555985
0.82325984,-0.26192163
0.82331564,-0.47114637
0.82339550,-0.29572720
0.82519806,-0.30415895
0.82668174,-0.38570160
0.82815212,-0.24482201
0.82848235,-0.28920336
0.83151191,-0.25982073
0.83171451,-0.29619585
0.83224856,-0.35914825
0.83311492,-0.27778240
0.83375775,-0.29565319
0.83558445,-0.29023471
0.83684163,-0.44524982
0.83774494,-0.31254886
0.83782767,-0.28285029
0.83964856,-0.29377286
0.83973113,-0.25258969
0.84031812,-0.23339351
0.84105721,-0.35396852
0.84166932,-0.14953871
0.84240262,-0.28552577
0.84364016,-0.19855073
0.84580599,-0.37600330
0.84603384,-0.18474803
0.84619845,-0.35559442
0.84648764,-0.21890687
0.84695640,-0.21462901
0.84941267,-0.23128547
0.84970948,-0.25826037
0.84978906,-0.28783015
0.85149394,-0.20926250
0.85188564,-0.17419705
0.85202026,-0.26564293
0.85229424,-0.14648144
0.85263933,-0.17431040
0.85369122,-0.01446952
0.85386965,-0.14842835
0.85404699,-0.22824625
0.85430137,-0.26486000
0.85529963,-0.16846794
0.85590984,-0.17930003
0.85848856,-0.01286158
0.86026823,-0.13071949
0.86116698,-0.20701200
0.86131228,-0.10610362
0.86317504,-0.04248249
0.86335555,-0.12402339
0.86373904,-0.10117459
0.86483514,-0.09178482
0.86620360,-0.10947161
0.86628814,-0.08388125
0.86683122,-0.20652758
0.86773656,-0.19483494
0.86978019,-0.03690738
0.87021999,-0.06909935
0.87085875,-0.02712281
0.87092356,-0.10829168
0.87141615,-0.04310091
0.87239354,-0.12029779
0.87341196,-0.02762030
0.87404996,-0.05536239
0.87562285,-0.00741820
0.87573692,0.08835262
0.87577830,0.01481255
0.87736317,-0.01851796
0.87889620,-0.03025879
0.87974937,0.00685544
0.88015973,0.03904140
0.88019389,0.10287872
0.88050420,0.04238048
0.88097561,-0.05699385
0.88154531,-0.09604813
0.88167016,-0.03262145
0.88187179,0.08561337
0.88215531,0.05983124
0.88382786,-0.00207270
0.88388771,0.09281194
0.88404683,0.02229412
0.88501816,0.15920746
0.88535707,0.07969405
0.88621286,0.03048727
0.88629646,0.10698925
0.88678080,0.01446615
0.88731776,0.12864798
0.88772403,0.15971037
0.88993756,0.16086291
0.89005969,0.12952351
0.89078154,0.19283562
0.89123108,0.12567266
0.89148757,0.09547879
0.89215195,-0.03737106
0.89232044,0.22581850
0.89279367,0.11597049
0.89371459,0.13679523
0.89372511,0.04501791
0.89398983,0.11328669
0.89422575,0.12617245
0.89424461,0.05941811
0.89521714,0.13507525
0.89528157,0.20100572
0.89614753,0.13448332
0.89649096,0.12935757
0.89672376,0.20218939
0.89758815,0.20361375
0.89832962,0.31931384
0.89858494,0.12903128
0.89900899,0.17852027
0.89922343,0.18878553
0.89954234,0.27228037
0.89964690,0.11111198
0.89998025,0.25925559
0.90031919,0.07829248
0.90100630,0.19107145
0.90178897,0.18284519
0.90213685,0.09998798
0.90235575,0.14812509
0.90279470,0.22296380
0.90420548,0.18799329
0.90452482,0.17905199
0.90512582,0.31671008
0.90548777,0.08235134
0.90639621,0.20712061
0.90664745,0.21560927
0.90731178,0.19380808
0.90949238,0.29879463
0.90970529,0.25326631
0.91010668,0.21077495
0.91022344,0.17803941
0.91120932,0.21146690
0.91157166,0.24402032
0.91196026,0.15419238
0.91201797,0.29211686
0.91250602,0.13654852
0.91265523,0.21055974
0.91336764,0.17126684
0.91371908,0.31244227
0.91503858,0.28417930
0.91510811,0.32780784
0.91548362,0.28662737
0.91562316,0.32083614
0.91578659,0.26867535
0.91670807,0.19717168
0.91760067,0.36731902
0.91776426,0.37246990
0.91799863,0.26019631
0.91802929,0.41617494
0.92235311,0.23715559
0.92237699,0.43458180
0.92309110,0.40967123
0.92423174,0.38666960
0.92492786,0.24264810
0.92621921,0.35919305
0.92641492,0.27783658
0.92652587,0.37654081
0.92653008,0.42418581
0.92682359,0.30837155
0.92752487,0.48241241
0.92846482,0.36736828
0.92874726,0.28924289
0.92918570,0.35637726
0.92920308,0.38910849
0.92930065,0.41438634
0.92954866,0.30332087
0.92988948,0.28597168
0.93094930,0.31712052
0.93197812,0.31102490
0.93212153,0.33183165
0.93281175,0.39468534
0.93283046,0.38351739
0.93288581,0.36448371
0.93378171,0.31351589
0.93406020,0.32975320
0.93450108,0.37065873
0.93479563,0.40392472
0.93512393,0.30774760
0.93537305,0.38902159
0.93584381,0.45882353
0.93636179,0.33499360
0.93669737,0.38511657
0.93687484,0.43786715
0.93700603,0.38602422
0.93755284,0.32738286
0.93810846,0.36933195
0.93840620,0.48482724
0.93865343,0.39909073
0.93914893,0.31703860
0.93928227,0.40111938
0.93948633,0.44181478
0.93955216,0.38173557
0.94058893,0.35900357
0.94067785,0.38929838
0.94089714,0.34024755
0.94171614,0.46472401
0.94327717,0.36977731
0.94397965,0.45779146
0.94426966,0.41805987
0.94430925,0.46534536
0.94491867,0.43485220
0.94495665,0.43926650
0.94510780,0.40197680
0.94535142,0.39909784
0.94888557,0.45841534
0.94974179,0.48066369
0.95036931,0.37255011
0.95160597,0.41507784
0.95236246,0.57873039
0.95241858,0.49682988
0.95334844,0.56605129
0.95370067,0.38851191
0.95413781,0.47049560
0.95427871,0.58668077
0.95494628,0.46936254
0.95523427,0.40748532
0.95527254,0.46130042
0.95588608,0.51661278
0.95618051,0.57885275
0.95701300,0.55398653
0.95771692,0.51379336
0.95813801,0.55302637
0.95905623,0.55297315
0.95909366,0.50740523
0.95984449,0.47748000
0.96070034,0.51121467
0.96104591,0.47849333
0.96106101,0.52055423
0.96115662,0.46512868
0.96166732,0.61991957
0.96177817,0.44468204
0.96243106,0.46291259
0.96247174,0.54724241
0.96326473,0.46651261
0.96330270,0.59518196
0.96494943,0.45520116
0.96523310,0.64030625
0.96527019,0.46213292
0.96571723,0.53420937
0.96742916,0.50830783
0.96891793,0.50109548
0.96990177,0.49394422
0.97076352,0.59181573
0.97192888,0.58662326
0.97262366,0.54176850
0.97315548,0.46356550
0.97410285,0.52667426
0.97438584,0.64452090
0.97454755,0.44282585
0.97579121,0.49926990
0.97682446,0.63574815
0.97736865,0.51497330
0.97756613,0.61054415
0.97808772,0.60169912
0.97926722,0.50159796
0.97988252,0.57609807
0.98196944,0.54582385
0.98303986,0.51692586
0.98377063,0.44485327
0.98460713,0.53395834
0.98466850,0.54271992
0.98547694,0.60053032
0.98665626,0.47941520
0.98709971,0.51905953
0.98731394,0.43927322
0.98772915,0.56278866
0.98774953,0.55268454
0.98775278,0.53865050
0.98929865,0.73047245
0.98959703,0.49929680
0.99047941,0.57542400
0.99155031,0.62756840
0.99193378,0.52746646
0.99214786,0.55587953
0.99260811,0.67602287
0.99270551,0.71559884
0.99315741,0.59810675
0.99425631,0.53769762
0.99531434,0.41677514
0.99551449,0.53482741
0.99569989,0.60990219
0.99574769,0.45775620
0.99602301,0.47938605
0.99733521,0.50360494
0.99854409,0.77693564
0.99871176,0.68421470
0.99903514,0.47486559
0.99921384,0.55446891
0.99940447,0.63155316
1.00015026,0.46335249
1.00094507,0.69216168
1.00164920,0.62968888
1.00215095,0.55481958
1.00349421,0.51915892
1.00356515,0.51217195
1.00393565,0.52270964
1.00427590,0.52922601
1.00485883,0.72969092
1.00497089,0.50582369
1.00526023,0.48658179
1.00557626,0.51476443
1.00688368,0.53451098
1.00700864,0.53923758
1.00944445,0.58515162
1.01039185,0.61398049
1.01048418,0.50143250
1.01058559,0.49154866
1.01198746,0.55841871
1.01228994,0.75105530
1.01230606,0.54927914
1.01337465,0.64324731
1.01483928,0.67347715
1.01495635,0.51367342
1.01520907,0.50789798
1.01577424,0.48035631
1.01600526,0.51179889
1.01740424,0.56237650
1.01805690,0.53900839
1.01827259,0.68099757
1.01855054,0.57586513
1.01877411,0.46993635
1.01929061,0.53448315
1.01932240,0.46902299
1.01967623,0.70883230
1.01974704,0.44993245
1.02032916,0.54263265
1.02062505,0.50953143
1.02064042,0.53161026
1.02119654,0.46007915
1.02135732,0.46318651
1.02135795,0.52418239
1.02160158,0.46633059
1.02206662,0.54404141
1.02231979,0.46219251
1.02241862,0.57387936
1.02257440,0.63652400
1.02285878,0.50402122
1.02333736,0.50943990
1.02401361,0.52543710
1.02404335,0.57081695
1.02408369,0.43216366
1.02478125,0.49173867
1.02658985,0.54458467
1.02677055,0.54635830
1.02747480,0.52032551
1.02769156,0.59091634
1.02785763,0.52536767
1.02793714,0.56252701
1.02908657,0.71685693
1.02975037,0.54431231
1.03031750,0.47681887
1.03077943,0.43840224
1.03147336,0.53415553
1.03196465,0.51274099
1.03233826,0.51019310
1.03268390,0.50755762
1.03275648,0.42508266
1.03286288,0.45952135
1.03296117,0.42246566
1.03417730,0.47766425
1.03531748,0.50342976
1.03696420,0.61870678
1.03812028,0.53421959
1.03854786,0.61245987
1.03868705,0.60411232
1.03937353,0.53009239
1.03993060,0.51074976
1.04016173,0.47378928
1.04060673,0.56935477
1.04076365,0.46345697
1.04090825,0.51148569
1.04098876,0.37666068
1.04128674,0.45469264
1.04569090,0.62254462
1.04743075,0.52910899
1.04749442,0.41406167
1.04866620,0.45154685
1.04917724,0.45366738
1.04920111,0.48435505
1.04947445,0.48983080
1.04949017,0.52307017
1.05000593,0.66557320
1.05010104,0.68615511
1.05012914,0.52992329
1.05064685,0.47713434
1.05201377,0.48572376
1.05205296,0.48318451
1.05377691,0.49841883
1.05403888,0.51652091
1.05451634,0.51963882
1.05488254,0.49309383
1.05504003,0.52166688
1.05645636,0.51232478
1.05724326,0.49973740
1.05861008,0.48641729
1.05939068,0.51909071
1.06023580,0.52288493
1.06097485,0.63173892
1.06181887,0.47222629
1.06284621,0.47745524
1.06368346,0.58648109
1.06386907,0.49698024
1.06508531,0.50752151
1.06558659,0.52236726
1.06567043,0.48043199
1.06603854,0.65334466
1.06758771,0.65041415
1.06773536,0.51774717
1.06787881,0.43440768
1.06802335,0.50933072
1.06831675,0.48300150
1.06895099,0.50535735
1.07001272,0.55778128
1.07098523,0.47469064
1.07163722,0.62161573
1.07166298,0.33658363
1.07174535,0.57536023
1.07213597,0.51743003
1.07341380,0.49219213
1.07362546,0.48933140
1.07476186,0.74329017
1.07534650,0.47617737
1.07539293,0.48923934
1.07610645,0.41543825
1.07639616,0.63009711
1.07644008,0.40721746
1.07676264,0.47804673
1.07803986,0.33376374
1.07870589,0.57278341
1.08197022,0.40581887
1.08306476,0.45633774
1.08312288,0.62622869
1.08318377,0.42951302
1.08347123,0.49749817
1.08358698,0.47398448
1.08399345,0.50419821
1.08468503,0.63106325
1.08476795,0.55036223
1.08695022,0.48110096
1.08708266,0.50115754
1.08732817,0.42846565
1.08850359,0.57551333
1.08852435,0.79124510
1.08912587,0.58273678
1.09029683,0.46128020
1.09032990,0.49233510
1.09087778,0.47244704
1.09146269,0.50796432
1.09175595,0.69693084
1.09239229,0.44866563
1.09276587,0.58255521
1.09493856,0.44681488
1.09509929,0.45890801
1.09520620,0.48026169
1.09578450,0.41754402
1.09594222,0.48115880
1.09835851,0.47105707
1.09889383,0.68719182
1.09921421,0.66204264
1.09961762,0.44522827
1.10021809,0.58380580
1.10080521,0.51949450
1.10087471,0.81942476
1.10143200,0.56959806
1.10213027,0.37733483
1.10255242,0.44059071
1.10258783,0.73216489
1.10479903,0.37709895
1.10516457,0.71074378
1.10526864,0.48225668
1.10602198,0.51234971
1.10622294,0.37902701
1.10627701,0.47012977
1.10801636,0.47024684
1.10853998,0.76950400
1.10864940,0.56812906
1.10868048,0.62775046
1.10964200,0.39794636
1.10977012,0.53279157
1.10981024,0.38479804
1.10995497,0.42781363
1.11014414,0.44312755
1.11082400,0.49915456
1.11200459,0.55775801
1.11211799,0.44833885
1.11212327,0.54055891
1.11295255,0.48000434
1.11300583,0.43093257
1.11307506,0.96144480
1.11335452,0.44157891
1.11356473,0.52928576
1.11548750,0.51790176
1.11559995,0.47113351
1.11600402,0.48074603
1.11646154,0.47778675
1.11682139,0.46146637
1.11748348,0.48153726
1.11933554,0.41451804
1.11948094,0.63035853
1.11952015,0.49378470
1.11962787,0.53139613
1.12245764,0.38196990
1.12265033,0.55169990
1.12304892,0.67215609
1.12312500,0.40567024
1.12312779,0.49186872
1.12325228,0.48095737
1.12335296,0.47216639
1.12336798,0.47756476
1.12341232,0.43335268
1.12400363,0.53860243
1.12417578,0.47864104
1.12539175,0.41193165
1.12621375,0.42307541
1.12656643,0.89317222
1.12802281,0.48083845
1.12871329,0.43578651
1.12929154,0.38620940
1.12984663,0.54629631
1.13108208,0.44905320
1.13205882,0.51834437
1.13255804,0.46776532
1.13417795,0.52355198
1.13462387,0.75631575
1.13483238,0.48403356
1.13522934,0.54749681
1.13523248,0.34963986
1.13678375,0.48317096
1.13704272,0.31106184
1.13837460,0.48173488
1.13861173,0.27840364
1.13862951,0.65776649
1.13915223,0.42618564
1.14007331,0.60399974
1.14143359,0.63365065
1.14231455,0.75465072
1.14269966,0.45973651
1.14347927,0.47927553
1.14350696,0.34069931
1.14359896,0.39689221
1.14377806,0.48544300
1.14384663,0.45442228
1.14587807,0.56427717
1.14641931,0.38966714
1.14674791,0.42870932
1.14725599,0.39146405
1.15011502,0.81704890
1.15021835,0.34708590
1.15027106,0.39642450
1.15044903,0.56786187
1.15065630,0.82177930
1.15105113,0.45759373
1.15119882,0.43782300
1.15172943,0.48087701
1.15270436,0.69230090
1.15275154,0.44265923
1.15385956,0.38423240
1.15427720,0.37856184
1.15463999,0.44860125
1.15585347,0.38984521
1.15629589,0.54631323
1.15724783,0.37437457
1.15742266,0.45547746
1.15849914,0.43928431
1.15947829,0.77333201
1.16101168,0.45121451
1.16250279,0.37562475
1.16301165,0.63681255
1.16335030,0.47185050
1.16377814,0.39557216
1.16424189,0.44196098
1.16483763,0.45410145
1.16485219,0.41584439
1.16506167,0.37529691
1.16616458,0.35804534
1.16619171,0.97574697
1.16681550,0.38712707
1.16930055,0.42108579
1.17071477,0.33876060
1.17074682,0.76937862
1.17088323,0.32247429
1.17107705,0.41917980
1.17135407,0.44549473
1.17199689,0.41809149
1.17263128,0.41597399
1.17350037,0.34274871
1.17384532,0.45167026
1.17436097,0.33388029
1.17506956,0.26296406
1.17548482,0.33486550
1.17597425,0.70055530
1.17603262,0.38155502
1.17624574,0.79934226
1.17698537,0.76784341
1.17766452,0.26217107
1.17816714,0.42831568
1.17857316,0.35565360
1.17884002,0.27680457
1.17958461,0.44735722
1.18010049,0.44084683
1.18102232,0.41139945
1.18148233,0.51675502
1.18149370,0.43322870
1.18157944,0.53940099
1.18205604,0.53769238
1.18264820,0.71313092
1.18274532,0.40899816
1.18395450,0.46507020
1.18395785,0.38881701
1.18477514,0.39680272
1.18632468,0.34034716
1.18695960,0.78857867
1.18778768,0.39773366
1.18833370,0.37084094
1.18838600,0.39734455
1.18846615,0.54351518
1.19012937,0.71306737
1.19016926,0.42790786
1.19045041,0.51039910
1.19085068,0.35615703
1.19170150,0.42046356
1.19204220,0.47766753
1.19222703,0.80023471
1.19225160,0.45173939
1.19289333,0.43449859
1.19364210,0.38629562
1.19377787,0.39827277
1.19378906,0.74475964
1.19455737,0.45631637
1.19601265,0.34220118
1.19644159,0.91381352
1.19709604,0.45457292
1.19833142,0.45533125
1.19849204,0.39286106
1.19859433,0.24225849
1.19859556,0.45282528
1.19892568,0.55306319
1.19930629,0.46449820
